姓,名,メールアドレス,状態,開始日時,受験完了,所要時間,評点/10.00,"解答 1","解答 2","解答 3","解答 4","解答 5","解答 6","解答 7","解答 8","解答 9"
Math2021,S074,s074@example.com,終了,"2021年 06月 23日 08:44","2021年 06月 23日 09:12","27 分 12 秒",6.67,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln^3*(x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 3/4*sin(x)+1/12*sin(x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: ln(abs(tan(x/2)))+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*ln(x)-1/4*x^2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)*x+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F"
Math2021,S074,s074@example.com,終了,"2021年 06月 23日 09:16","2021年 06月 23日 09:25","9 分 2 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln^3*(x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 3/4*sin(x)+1/12*sin(3*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(tan(x/2)))+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*ln(x)-1/4*x^2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S074,s074@example.com,終了,"2021年 06月 23日 09:33","2021年 06月 23日 09:34","47 秒",10.00,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*(log(x))^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 3/4*sin(x)+1/12*sin(3*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(tan(x/2)))+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*ln(x)-1/4*x^2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S071,s071@example.com,終了,"2021年 06月 23日 10:11","2021年 06月 24日 00:09","13 時間 57 分",4.44,"Seed: 1; ans1: 12*(3*x+2)^3+C [score]; prt1: # = 0 | ATInt_diff. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 2*(x^3+1)^(1/2)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: (ln(x))^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 3*sin(x)*(cos(x))^2+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1:  ln(abs(sin(x)))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: -sin(2*x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: x^2*(ln(x)-1/2)/2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S093,s093@example.com,終了,"2021年 06月 23日 15:01","2021年 06月 23日 15:16","15 分 22 秒",1.11,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 15:09","2021年 06月 23日 15:50","41 分 20 秒",6.56,"Seed: 1; ans1: 4/3*(3*x+2)^3+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)+1/3*sin(x)^3+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: ln(abs(sin(x)^2))/(2*cos(x)) [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2) [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S093,s093@example.com,終了,"2021年 06月 23日 15:17","2021年 06月 23日 15:28","10 分 38 秒",5.56,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/3*(log(x))^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2/2*log(x)-x^2/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S093,s093@example.com,終了,"2021年 06月 23日 15:29","2021年 06月 30日 15:33","7 日",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*(log(x))^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(|sin(x)-cos(x)|)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2/2*log(x)-x^2/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -x^2*e^(-x)+2*(x*(-e^(-x))-e^(-x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin((1/2)*x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 15:50","2021年 06月 23日 15:59","8 分 29 秒",7.78,"Seed: 1; ans1: 15/(3*x+2)^5+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(cos(x)^2-1))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 15:59","2021年 06月 23日 16:07","7 分 44 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(cos(x)^2-1))/(2*cos(x))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 16:07","2021年 06月 23日 16:09","1 分 59 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*cos(x)*ln(abs(cos(x)^2-1))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 16:09","2021年 06月 23日 16:28","19 分 5 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln*abs(((cos(x)+1)/(cos(x)-1)))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 16:29","2021年 06月 23日 16:29","24 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln*abs(((cos(x)-1)/(cos(x)+1)))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 16:30","2021年 06月 23日 16:31","1 分 23 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln*abs(((1-cos(x))/(1+cos(x))))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 16:31","2021年 06月 23日 16:32","18 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln((1-cos(x))/(1+cos(x)))+a [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 16:32","2021年 06月 23日 16:33","44 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln*abs(tan(x/2))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S094,s094@example.com,終了,"2021年 06月 23日 16:34","2021年 06月 23日 16:35","1 分 30 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln*((1-cos(x))/(1-cos(x)))+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S037,s037@example.com,終了,"2021年 06月 23日 22:00","2021年 06月 23日 22:14","14 分 13 秒",6.67,"Seed: 1; ans1: 1/15*(3*x+2)^3+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 2*sqrt(x^3+1)/3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -cos(x)+a [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 1/12*(9*sin(x)+sin(3*x))+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -log(cot(x)+csc(x))+a [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*log(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^-x*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S037,s037@example.com,終了,"2021年 06月 23日 22:26","2021年 06月 23日 22:39","12 分 35 秒",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(x)^3/3+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/12*(9*sin(x)+sin(3*x))+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -log(cot(x)+csc(x))+a [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*log(x)-1)+a [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^-x*(x^2+2*x+2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+a [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S038,s038@example.com,終了,"2021年 06月 23日 23:15","2021年 06月 24日 00:47","1 時間 32 分",8.89,"Seed: 1; ans1: (3*x+2)^5/15+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(x)^3/3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-sin(x)^3/3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(tan(x/2))+c [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | ATAlgEquiv_WrongCase. | prt1-5-F | prt1-6-F","Seed: 1; ans1: x/2-sin(2*x)/4+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(x)*x^2/2-x^2/4+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -x^2*e^-x-2*x*e^-x-2*e^-x+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S062,s062@example.com,終了,"2021年 06月 23日 23:25","2021年 06月 23日 23:37","12 分 8 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (ln(x))^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (9*sin(x)+sin(3*x))/12+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -ln(cot(x)+csc(x))+C [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-T","Seed: 1; ans1: (x-sin(x)*cos(x))/2+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (x^2*(2*ln(x)-1))/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S102,s102@example.com,終了,"2021年 06月 23日 23:38","2021年 06月 24日 23:05","23 時間 27 分",3.33,"Seed: 1; ans1: ((3*x+2)^5)/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1:  (2*sqrt(x^2+1))/3+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: ln(x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-T","Seed: 1; ans1: -sin(x)^3/3+sin(x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -ln(sin(x)^2)+C [score]; prt1: # = 0 | ATInt_generic. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*sin(2*x)+1/2*x+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 1-ln(abs(x))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: (2-2*x-x^2)*e^(-x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
